"recode_name","updated_recode_name","indicator_ID_Github","indicator_ID_Github_raw","indicator_def_github","indicator_def_github_raw","indicator_chapter","indicator_R_bundle","start_position","end_position","matched_pattern"
"PRdata","PRdata","ml_test_anemia","ml_test_anemia","Tested for anemia in children 6-59 months","Tested for anemia in children 6-59 months","Chap12_ML","ML_BIOMARKERS",1301,1382,"set_label(ml_test_anemia, label = ""Tested for anemia in children 6-59 months""))  "
"PRdata","PRdata","ml_test_micmal","ml_test_micmal","Tested for Parasitemia (via microscopy","Tested for Parasitemia (via microscopy","Chap12_ML","ML_BIOMARKERS",1671,1746,"set_label(ml_test_micmal, label = ""Tested for Parasitemia (via microscopy) "
"PRdata","PRdata","ml_test_rdtmal","ml_test_rdtmal","Tested for Parasitemia (via RDT","Tested for Parasitemia (via RDT","Chap12_ML","ML_BIOMARKERS",2034,2102,"set_label(ml_test_rdtmal, label = ""Tested for Parasitemia (via RDT) "
"PRdata","PRdata","ml_anemia","ml_anemia","Anemia in children 6-59 months","Anemia in children 6-59 months","Chap12_ML","ML_BIOMARKERS",2390,2455,"set_label(ml_anemia, label = ""Anemia in children 6-59 months""))  "
"PRdata","PRdata","ml_micmalpos","ml_micmalpos","Parasitemia (via microscopy","Parasitemia (via microscopy","Chap12_ML","ML_BIOMARKERS",2719,2781,"set_label(ml_micmalpos, label = ""Parasitemia (via microscopy) "
"PRdata","PRdata","ml_rdtmalpos","ml_rdtmalpos","Parasitemia (via RDT","Parasitemia (via RDT","Chap12_ML","ML_BIOMARKERS",3056,3111,"set_label(ml_rdtmalpos, label = ""Parasitemia (via RDT) "
"HRdata","HRdata","ml_mosquitonet","ml_mosquitonet","Household owns at least one mosquito net","Household owns at least one mosquito net","Chap12_ML","ML_NETS_HH",1229,1309,"set_label(ml_mosquitonet, label = ""Household owns at least one mosquito net""))  "
"HRdata","HRdata","ml_itnhh","ml_itnhh","Household owns at least one ITN","Household owns at least one ITN","Chap12_ML","ML_NETS_HH",1584,1649,"set_label(ml_itnhh, label = ""Household owns at least one ITN""))  "
"HRdata","HRdata","ml_numnets","ml_numnets","Household owns at least one mosquito net","Household owns at least one mosquito net","Chap12_ML","ML_NETS_HH",1755,1831,"set_label(ml_numnets, label = ""Household owns at least one mosquito net""))  "
"HRdata","HRdata","ml_mosnetpotuse","ml_mosnetpotuse","Potential mosquito net users in household","Potential mosquito net users in household","Chap12_ML","ML_NETS_HH",2907,2989,"set_label(ml_mosnetpotuse, label = ""Potential mosquito net users in household""))  "
"HRdata","HRdata","ml_mosnethhaccess","ml_mosnethhaccess","Households with >1 mosquito net per 2 household members","Households with >1 mosquito net per 2 household members","Chap12_ML","ML_NETS_HH",3201,3297,"set_label(ml_mosnethhaccess, label = ""Households with >1 mosquito net per 2 household members""))"
"HRdata","HRdata","ml_hhaccess","ml_hhaccess","Households with >1 ITN per 2 household members","Households with >1 ITN per 2 household members","Chap12_ML","ML_NETS_HH",3730,3811,"set_label(ml_hhaccess, label = ""Households with >1 ITN per 2 household members""))"
"HRmerge","HRmerge","ml_pop_access","ml_pop_access","Population with access to an ITN","Population with access to an ITN","Chap12_ML","ML_NETS_access",2198,2270,"set_label(ml_pop_access, label = ""Population with access to an ITN""))   "
"HRmerge","HRmerge","ml_slept_itn_hhitn","ml_slept_itn_hhitn","Slept under an ITN last night amound household population with at least 1 ITN","Slept under an ITN last night amound household population with at least 1 ITN","Chap12_ML","ML_NETS_access",4123,4244,"set_label(ml_slept_itn_hhitn, label = ""Slept under an ITN last night amound household population with at least 1 ITN""))  "
"PRdata","PRdata","ml_slept_net","ml_slept_net","Slept under any mosquito net last night","Slept under any mosquito net last night","Chap12_ML","ML_NETS_use",1117,1194,"set_label(ml_slept_net, label = ""Slept under any mosquito net last night""))  "
"PRdata","PRdata","ml_slept_itn","ml_slept_itn","Slept under an ITN last night","Slept under an ITN last night","Chap12_ML","ML_NETS_use",1339,1404,"set_label(ml_slept_itn, label = ""Slept under an ITN last night""))"
"HRdata_long","HRdata_long","ml_numnet","ml_numnet","Number of mosquito nets","Number of mosquito nets","Chap12_ML","ML_NETS_source",1869,1927,"set_label(ml_numnet, label = ""Number of mosquito nets""))  "
"HRdata_long","HRdata_long","ml_net_dist","ml_net_dist","Received a net from mass distribution, ANC, immunization, or at birth","Received a net from mass distribution, ANC, immunization, or at birth","Chap12_ML","ML_NETS_source",2175,2281,"set_label(ml_net_dist, label = ""Received a net from mass distribution, ANC, immunization, or at birth""))  "
"HRdata_long","HRdata_long","ml_net_source","ml_net_source","Source of mosquito net","Source of mosquito net","Chap12_ML","ML_NETS_source",3235,3297,"set_label(ml_net_source, label = ""Source of mosquito net""))   "
"HRdata_long","HRdata_long","ml_sleepnet","ml_sleepnet","Someone slept under net last night","Someone slept under net last night","Chap12_ML","ML_EXISTING_ITN",1865,1936,"set_label(ml_sleepnet, label = ""Someone slept under net last night""))  "
"HRdata_long","HRdata_long","ml_ownnet","ml_ownnet","Net is an ITN","Net is an ITN","Chap12_ML","ML_EXISTING_ITN",2134,2182,"set_label(ml_ownnet, label = ""Net is an ITN""))  "
"IRdata","IRdata","ml_one_iptp","ml_one_iptp","One or more doses of SP/Fansidar","One or more doses of SP/Fansidar","Chap12_ML","ML_IPTP",1352,1421,"set_label(ml_one_iptp, label = ""One or more doses of SP/Fansidar""))  "
"IRdata","IRdata","ml_two_iptp","ml_two_iptp","Two or more doses of SP/Fansidar","Two or more doses of SP/Fansidar","Chap12_ML","ML_IPTP",1627,1696,"set_label(ml_two_iptp, label = ""Two or more doses of SP/Fansidar""))  "
"IRdata","IRdata","ml_three_iptp","ml_three_iptp","Three or more doses of SP/Fansidar","Three or more doses of SP/Fansidar","Chap12_ML","ML_IPTP",1905,1977,"set_label(ml_three_iptp, label = ""Three or more doses of SP/Fansidar"")) "
"KRdata","KRdata","ml_fever","ml_fever","Fever symptoms in the 2 weeks before the surveyvs","Fever symptoms in the 2 weeks before the surveyvs","Chap12_ML","ML_FEVER",2831,2912,"set_label(ml_fever, label = ""Fever symptoms in the 2 weeks before the surveyvs""))"
"KRdata","KRdata","ml_fev_care","ml_fev_care","Advice or treatment sought for fever symptoms","Advice or treatment sought for fever symptoms","Chap12_ML","ML_FEVER",3871,3951,"set_label(ml_fev_care, label = ""Advice or treatment sought for fever symptoms""))"
"KRdata","KRdata","ml_fev_care_day","ml_fev_care_day","Advice or treatment sought for fever symptoms on the same or next day","Advice or treatment sought for fever symptoms on the same or next day","Chap12_ML","ML_FEVER",4245,4353,"set_label(ml_fev_care_day, label = ""Advice or treatment sought for fever symptoms on the same or next day""))"
"KRdata","KRdata","ml_stick","ml_stick","Child received heel or finger stick","Child received heel or finger stick","Chap12_ML","ML_FEVER",4612,4679,"set_label(ml_stick, label = ""Child received heel or finger stick""))"
"KRdata","KRdata","ml_fev_govh","ml_fev_govh","Fever treatment sought from government hospital among children with fever","Fever treatment sought from government hospital among children with fever","Chap12_ML","ML_FEVER",5295,5403,"set_label(ml_fev_govh, label = ""Fever treatment sought from government hospital among children with fever""))"
"KRdata","KRdata","ml_fev_govh_trt","ml_fev_govh_trt","Fever treatment sought from government hospital among children with fever that sought treatment","Fever treatment sought from government hospital among children with fever that sought treatment","Chap12_ML","ML_FEVER",5630,5764,"set_label(ml_fev_govh_trt, label = ""Fever treatment sought from government hospital among children with fever that sought treatment""))"
"KRdata","KRdata","ml_fev_govcent","ml_fev_govcent","Fever treatment sought from government health center among children with fever","Fever treatment sought from government health center among children with fever","Chap12_ML","ML_FEVER",6033,6149,"set_label(ml_fev_govcent, label = ""Fever treatment sought from government health center among children with fever""))"
"KRdata","KRdata","ml_fev_govcent_trt","ml_fev_govcent_trt","Fever treatment sought from government health center among children with fever that sought treatment","Fever treatment sought from government health center among children with fever that sought treatment","Chap12_ML","ML_FEVER",6385,6527,"set_label(ml_fev_govcent_trt, label = ""Fever treatment sought from government health center among children with fever that sought treatment""))"
"KRdata","KRdata","ml_fev_pclinc","ml_fev_pclinc","Fever treatment sought from private hospital/clinic among children with fever","Fever treatment sought from private hospital/clinic among children with fever","Chap12_ML","ML_FEVER",6800,6914,"set_label(ml_fev_pclinc, label = ""Fever treatment sought from private hospital/clinic among children with fever""))"
"KRdata","KRdata","ml_fev_pclinc_trt","ml_fev_pclinc_trt","Fever treatment sought from private hospital/clinic  among children with fever that sought treatment","Fever treatment sought from private hospital/clinic  among children with fever that sought treatment","Chap12_ML","ML_FEVER",7147,7288,"set_label(ml_fev_pclinc_trt, label = ""Fever treatment sought from private hospital/clinic  among children with fever that sought treatment""))"
"KRdata","KRdata","ml_fev_pdoc","ml_fev_pdoc","Fever treatment sought from private doctor among children with fever","Fever treatment sought from private doctor among children with fever","Chap12_ML","ML_FEVER",7547,7650,"set_label(ml_fev_pdoc, label = ""Fever treatment sought from private doctor among children with fever""))"
"KRdata","KRdata","ml_fev_pdoc_trt","ml_fev_pdoc_trt","Fever treatment sought from private doctor among children with fever that sought treatment","Fever treatment sought from private doctor among children with fever that sought treatment","Chap12_ML","ML_FEVER",7877,8006,"set_label(ml_fev_pdoc_trt, label = ""Fever treatment sought from private doctor among children with fever that sought treatment""))"
"KRdata","KRdata","ml_fev_pharm","ml_fev_pharm","Fever treatment sought from a pharmacy among children with fever","Fever treatment sought from a pharmacy among children with fever","Chap12_ML","ML_FEVER",8259,8359,"set_label(ml_fev_pharm, label = ""Fever treatment sought from a pharmacy among children with fever""))"
"KRdata","KRdata","ml_fev_pharm_trt","ml_fev_pharm_trt","Fever treatment sought from a pharmacy among children with fever that sought treatment","Fever treatment sought from a pharmacy among children with fever that sought treatment","Chap12_ML","ML_FEVER",8589,8715,"set_label(ml_fev_pharm_trt, label = ""Fever treatment sought from a pharmacy among children with fever that sought treatment""))"
"KRdata","KRdata","ml_antimal","ml_antimal","Child took any antimalarial","Child took any antimalarial","Chap12_ML","ML_FEVER",9565,9626,"set_label(ml_antimal, label = ""Child took any antimalarial""))"
"KRdata","KRdata","ml_act","ml_act","Child took an ACT","Child took an ACT","Chap12_ML","ML_FEVER",10064,10111,"set_label(ml_act, label = ""Child took an ACT""))"
"KRdata","KRdata","ml_sp_fan","ml_sp_fan","Child took SP/Fansider","Child took SP/Fansider","Chap12_ML","ML_FEVER",10401,10456,"set_label(ml_sp_fan, label = ""Child took SP/Fansider""))"
"KRdata","KRdata","ml_chloro","ml_chloro","Child took Chloroquine","Child took Chloroquine","Chap12_ML","ML_FEVER",10749,10804,"set_label(ml_chloro, label = ""Child took Chloroquine""))"
"KRdata","KRdata","ml_amodia","ml_amodia","Child took Amodiaquine","Child took Amodiaquine","Chap12_ML","ML_FEVER",11097,11152,"set_label(ml_amodia, label = ""Child took Amodiaquine""))"
"KRdata","KRdata","ml_quin_pill","ml_quin_pill","Child took Quinine pills","Child took Quinine pills","Chap12_ML","ML_FEVER",11453,11513,"set_label(ml_quin_pill, label = ""Child took Quinine pills""))"
"KRdata","KRdata","ml_quin_inj","ml_quin_inj","Child took Quinine injection or IV","Child took Quinine injection or IV","Chap12_ML","ML_FEVER",11843,11912,"set_label(ml_quin_inj, label = ""Child took Quinine injection or IV""))"
"KRdata","KRdata","ml_artes_rec","ml_artes_rec","Child took Artesunate rectal","Child took Artesunate rectal","Chap12_ML","ML_FEVER",12221,12285,"set_label(ml_artes_rec, label = ""Child took Artesunate rectal""))"
"KRdata","KRdata","ml_artes_inj","ml_artes_inj","Child took Artesunate injection or intravenous","Child took Artesunate injection or intravenous","Chap12_ML","ML_FEVER",12613,12695,"set_label(ml_artes_inj, label = ""Child took Artesunate injection or intravenous""))"
"KRdata","KRdata","ml_antimal_other","ml_antimal_other","Child took other antimalarial","Child took other antimalarial","Chap12_ML","ML_FEVER",13012,13081,"set_label(ml_antimal_other, label = ""Child took other antimalarial""))"
"IRdata","IRdata","fe_preg","fe_preg","Currently pregnant by background variables","Currently pregnant by background variables","Chap05_FE","FE_FERT",2315,2392,"set_label(fe_preg, label = ""Currently pregnant by background variables""))    "
"IRdata","IRdata","fe_meno","fe_meno","Experienced menopause","Experienced menopause","Chap05_FE","FE_FERT",7076,7129,"set_label(fe_meno, label = ""Experienced menopause"")) "
"IRdata","IRdata","fe_meno_age","fe_meno_age","Age groups for Menopause table","Age groups for Menopause table","Chap05_FE","FE_FERT",7249,7316,"set_label(fe_meno_age, label = ""Age groups for Menopause table""))  "
"IRdata","IRdata","fe_teen_birth","fe_teen_birth","Teens who have had a live birth","Teens who have had a live birth","Chap05_FE","FE_FERT",8083,8153,"set_label(fe_teen_birth, label = ""Teens who have had a live birth""))  "
"IRdata","IRdata","fe_teen_preg","fe_teen_preg","Teens pregnant with first child","Teens pregnant with first child","Chap05_FE","FE_FERT",9070,9139,"set_label(fe_teen_preg, label = ""Teens pregnant with first child""))  "
"IRdata","IRdata","fe_teen_beg","fe_teen_beg","Teens who have begun childbearing","Teens who have begun childbearing","Chap05_FE","FE_FERT",10043,10113,"set_label(fe_teen_beg, label = ""Teens who have begun childbearing""))  "
"IRdata","IRdata","fe_afb_15","fe_afb_15","First birth by age 15","First birth by age 15","Chap05_FE","FE_FERT",11104,11159,"set_label(fe_afb_15, label = ""First birth by age 15"")) "
"IRdata","IRdata","fe_afb_18","fe_afb_18","First birth by age 18","First birth by age 18","Chap05_FE","FE_FERT",11416,11471,"set_label(fe_afb_18, label = ""First birth by age 18"")) "
"IRdata","IRdata","fe_afb_20","fe_afb_20","First birth by age 20","First birth by age 20","Chap05_FE","FE_FERT",11728,11783,"set_label(fe_afb_20, label = ""First birth by age 20"")) "
"IRdata","IRdata","fe_afb_22","fe_afb_22","First birth by age 22","First birth by age 22","Chap05_FE","FE_FERT",12040,12095,"set_label(fe_afb_22, label = ""First birth by age 22"")) "
"IRdata","IRdata","fe_afb_25","fe_afb_25","First birth by age 25","First birth by age 25","Chap05_FE","FE_FERT",12352,12407,"set_label(fe_afb_25, label = ""First birth by age 25"")) "
"IRdata","IRdata","fe_birth_never","fe_birth_never","Never had a birth","Never had a birth","Chap05_FE","FE_FERT",12613,12670,"set_label(fe_birth_never, label = ""Never had a birth""))  "
"BRdata","BRdata","fe_int","fe_int","Birth interval of recent non-first births","Birth interval of recent non-first births","Chap05_FE","FE_INT",1264,1336,"set_label(fe_int, label = ""Birth interval of recent non-first births"")) "
"BRdata","BRdata","fe_age_int","fe_age_int","Age groups for birth interval table","Age groups for birth interval table","Chap05_FE","FE_INT",1745,1815,"set_label(fe_age_int, label = ""Age groups for birth interval table"")) "
"BRdata","BRdata","fe_bord_cat","fe_bord_cat","Birth order categories","Birth order categories","Chap05_FE","FE_INT",2210,2268,"set_label(fe_bord_cat, label = ""Birth order categories"")) "
"BRdata","BRdata","fe_pre_sex","fe_pre_sex","Sex of preceding birth","Sex of preceding birth","Chap05_FE","FE_INT",2891,2948,"set_label(fe_pre_sex, label = ""Sex of preceding birth"")) "
"BRdata","BRdata","fe_pre_surv","fe_pre_surv","Survival of preceding birth","Survival of preceding birth","Chap05_FE","FE_INT",3074,3137,"set_label(fe_pre_surv, label = ""Survival of preceding birth"")) "
"BR_PMRdata","BR_PMRdata","nar_prim","nar_prim","Primary school net attendance ratio (NAR","Primary school net attendance ratio (NAR","Chap02_PH","PH_SCHOL",4408,4478,"set_label(nar_prim, label = ""Primary school net attendance ratio (NAR)"
"BR_PMRdata","BR_PMRdata","nar_sec","nar_sec","Secondary school net attendance ratio (NAR","Secondary school net attendance ratio (NAR","Chap02_PH","PH_SCHOL",4501,4572,"set_label(nar_sec, label = ""Secondary school net attendance ratio (NAR)"
"WASHdata","PRdata","ph_sani_type_PR","ph_sani_type","Type of sanitation population","Type of sanitation","Chap02_PH","PH_SANI",33704,33763,"set_variable_labels(ph_sani_type = ""Type of sanitation"")   "
"WASHdata","PRdata","ph_sani_improve_PR","ph_sani_improve","Improved sanitation population","Improved sanitation","Chap02_PH","PH_SANI",34213,34275,"set_variable_labels(ph_sani_improve = ""Improved sanitation"")  "
"WASHdata","PRdata","ph_sani_basic_PR","ph_sani_basic","Basic or limited sanitation population","Basic or limited sanitation","Chap02_PH","PH_SANI",34884,34952,"set_variable_labels(ph_sani_basic = ""Basic or limited sanitation"")  "
"WASHdata","PRdata","ph_sani_location_PR","ph_sani_location","Location of sanitation facility population","Location of sanitation facility","Chap02_PH","PH_SANI",35154,35229,"set_variable_labels(ph_sani_location =	""Location of sanitation facility"")  "
"HRdata","HRdata","ph_electric","ph_electric","Have electricity","Have electricity","Chap02_PH","PH_HOUS",2077,2132,"set_variable_labels(ph_electric = ""Have electricity"")  "
"HRdata","HRdata","ph_floor","ph_floor","Flooring material","Flooring material","Chap02_PH","PH_HOUS",2208,2261,"set_variable_labels(ph_floor = ""Flooring material"")  "
"HRdata","HRdata","ph_rooms_sleep","ph_rooms_sleep","Rooms for sleeping","Rooms for sleeping","Chap02_PH","PH_HOUS",2596,2656,"set_variable_labels(ph_rooms_sleep = ""Rooms for sleeping"")  "
"HRdata","HRdata","ph_cook_place","ph_cook_place","Place for cooking","Place for cooking","Chap02_PH","PH_HOUS",3018,3076,"set_variable_labels(ph_cook_place = ""Place for cooking"")  "
"HRdata","HRdata","ph_cook_fuel","ph_cook_fuel","Type of cooking fuel","Type of cooking fuel","Chap02_PH","PH_HOUS",3159,3219,"set_variable_labels(ph_cook_fuel = ""Type of cooking fuel"")  "
"HRdata","HRdata","ph_cook_solid","ph_cook_solid","Using solid fuel for cooking","Using solid fuel for cooking","Chap02_PH","PH_HOUS",3474,3543,"set_variable_labels(ph_cook_solid = ""Using solid fuel for cooking"")  "
"HRdata","HRdata","ph_cook_clean","ph_cook_clean","Using clean fuel for cooking","Using clean fuel for cooking","Chap02_PH","PH_HOUS",3775,3844,"set_variable_labels(ph_cook_clean = ""Using clean fuel for cooking"")  "
"HRdata","HRdata","ph_smoke","ph_smoke","Frequency of smoking at home","Frequency of smoking at home","Chap02_PH","PH_HOUS",4153,4217,"set_variable_labels(ph_smoke = ""Frequency of smoking at home"")  "
"HRdata","HRdata","ph_radio","ph_radio","Owns a radio","Owns a radio","Chap02_PH","PH_HOUS",4456,4504,"set_variable_labels(ph_radio = ""Owns a radio"")  "
"HRdata","HRdata","ph_tv","ph_tv","Owns a TV","Owns a TV","Chap02_PH","PH_HOUS",4701,4743,"set_variable_labels(ph_tv = ""Owns a TV"")  "
"HRdata","HRdata","ph_mobile","ph_mobile","Owns a mobile phone","Owns a mobile phone","Chap02_PH","PH_HOUS",4961,5017,"set_variable_labels(ph_mobile = ""Owns a mobile phone"")  "
"HRdata","HRdata","ph_tel","ph_tel","Owns a non-mobile telephone","Owns a non-mobile telephone","Chap02_PH","PH_HOUS",5230,5291,"set_variable_labels(ph_tel = ""Owns a non-mobile telephone"")  "
"HRdata","HRdata","ph_comp","ph_comp","Owns a computer","Owns a computer","Chap02_PH","PH_HOUS",5501,5551,"set_variable_labels(ph_comp = ""Owns a computer"")  "
"HRdata","HRdata","ph_frig","ph_frig","Owns a refrigerator","Owns a refrigerator","Chap02_PH","PH_HOUS",5762,5816,"set_variable_labels(ph_frig = ""Owns a refrigerator"")  "
"HRdata","HRdata","ph_bike","ph_bike","Owns a bicycle","Owns a bicycle","Chap02_PH","PH_HOUS",6022,6071,"set_variable_labels(ph_bike = ""Owns a bicycle"")  "
"HRdata","HRdata","ph_cart","ph_cart","Owns an animal drawn cart","Owns an animal drawn cart","Chap02_PH","PH_HOUS",6290,6350,"set_variable_labels(ph_cart = ""Owns an animal drawn cart"")  "
"HRdata","HRdata","ph_moto","ph_moto","Owns a motorcycle/scooter","Owns a motorcycle/scooter","Chap02_PH","PH_HOUS",6570,6630,"set_variable_labels(ph_moto = ""Owns a motorcycle/scooter"")  "
"HRdata","HRdata","ph_car","ph_car","Owns a car or truck","Owns a car or truck","Chap02_PH","PH_HOUS",6753,6806,"set_variable_labels(ph_car = ""Owns a car or truck"")  "
"HRdata","HRdata","ph_boat","ph_boat","Owns a boat with a motor","Owns a boat with a motor","Chap02_PH","PH_HOUS",7025,7084,"set_variable_labels(ph_boat = ""Owns a boat with a motor"")  "
"HRdata","HRdata","ph_agriland","ph_agriland","Owns agricultural land","Owns agricultural land","Chap02_PH","PH_HOUS",7308,7369,"set_variable_labels(ph_agriland = ""Owns agricultural land"")  "
"HRdata","HRdata","ph_animals","ph_animals","Owns livestock or farm animals","Owns livestock or farm animals","Chap02_PH","PH_HOUS",7583,7651,"set_variable_labels(ph_animals = ""Owns livestock or farm animals"")  "
"PRdata","PRdata","ph_hndwsh_place_fxd","ph_hndwsh_place_fxd","Fixed place for handwashing","Fixed place for handwashing","Chap02_PH","PH_HNDWSH",1601,1675,"set_variable_labels(ph_hndwsh_place_fxd = ""Fixed place for handwashing"")  "
"PRdata","PRdata","ph_hndwsh_place_mob","ph_hndwsh_place_mob","Mobile place for handwashing","Mobile place for handwashing","Chap02_PH","PH_HNDWSH",1936,2011,"set_variable_labels(ph_hndwsh_place_mob = ""Mobile place for handwashing"")  "
"PRdata","PRdata","ph_hndwsh_place_any","ph_hndwsh_place_any","Either fixed or mobile place for handwashing","Either fixed or mobile place for handwashing","Chap02_PH","PH_HNDWSH",2280,2371,"set_variable_labels(ph_hndwsh_place_any = ""Either fixed or mobile place for handwashing"")  "
"PRdata","PRdata","ph_hndwsh_water","ph_hndwsh_water","Place observed for handwashing with water","Place observed for handwashing with water","Chap02_PH","PH_HNDWSH",2638,2722,"set_variable_labels(ph_hndwsh_water = ""Place observed for handwashing with water"")  "
"PRdata","PRdata","ph_hndwsh_soap","ph_hndwsh_soap","Place observed for handwashing with soap","Place observed for handwashing with soap","Chap02_PH","PH_HNDWSH",2983,3065,"set_variable_labels(ph_hndwsh_soap = ""Place observed for handwashing with soap"")  "
"PRdata","PRdata","ph_hndwsh_clnsagnt","ph_hndwsh_clnsagnt","Place observed for handwashing with cleansing agent other than soap","Place observed for handwashing with cleansing agent other than soap","Chap02_PH","PH_HNDWSH",3362,3475,"set_variable_labels(ph_hndwsh_clnsagnt = ""Place observed for handwashing with cleansing agent other than soap"")  "
"PRdata","PRdata","ph_hndwsh_basic","ph_hndwsh_basic","Basic handwashing facility","Basic handwashing facility","Chap02_PH","PH_HNDWSH",3736,3805,"set_variable_labels(ph_hndwsh_basic = ""Basic handwashing facility"")  "
"PRdata","PRdata","ph_hndwsh_limited","ph_hndwsh_limited","Limited handwashing facility","Limited handwashing facility","Chap02_PH","PH_HNDWSH",4072,4143,"set_variable_labels(ph_hndwsh_limited = ""Limited handwashing facility"")"
"WASHdata","PRdata","ph_wtr_trt_boil_PR","ph_wtr_trt_boil","Treated water by boiling before drinking population","Treated water by boiling before drinking","Chap02_PH","PH_WATER",3201,3284,"set_variable_labels(ph_wtr_trt_boil =	""Treated water by boiling before drinking"")  "
"WASHdata","PRdata","ph_wtr_trt_chlor_PR","ph_wtr_trt_chlor","Treated water by adding bleach or chlorine before drinking population","Treated water by adding bleach or chlorine before drinking","Chap02_PH","PH_WATER",3498,3600,"set_variable_labels(ph_wtr_trt_chlor = ""Treated water by adding bleach or chlorine before drinking"")  "
"WASHdata","PRdata","ph_wtr_trt_cloth_PR","ph_wtr_trt_cloth","Treated water by straining through cloth before drinking population","Treated water by straining through cloth before drinking","Chap02_PH","PH_WATER",3812,3912,"set_variable_labels(ph_wtr_trt_cloth = ""Treated water by straining through cloth before drinking"")  "
"WASHdata","PRdata","ph_wtr_trt_filt_PR","ph_wtr_trt_filt","Treated water by ceramic, sand, or other filter before population","Treated water by ceramic, sand, or other filter before","Chap02_PH","PH_WATER",4129,4224,"set_variable_labels(ph_wtr_trt_filt = ""Treated water by ceramic, sand, or other filter before) "
"WASHdata","PRdata","ph_wtr_trt_solar_PR","ph_wtr_trt_solar","Treated water by solar disinfection population","Treated water by solar disinfection","Chap02_PH","PH_WATER",4443,4521,"set_variable_labels(ph_wtr_trt_solar =""Treated water by solar disinfection"")  "
"WASHdata","PRdata","ph_wtr_trt_stand_PR","ph_wtr_trt_stand","Treated water by letting stand and settle before drinking population","Treated water by letting stand and settle before drinking","Chap02_PH","PH_WATER",4734,4834,"set_variable_labels(ph_wtr_trt_stand =""Treated water by letting stand and settle before drinking"")  "
"WASHdata","PRdata","ph_wtr_trt_other_PR","ph_wtr_trt_other","Treated water by other means before drinking population","Treated water by other means before drinking","Chap02_PH","PH_WATER",5097,5185,"set_variable_labels(ph_wtr_trt_other = ""Treated water by other means before drinking"")  "
"WASHdata","PRdata","ph_wtr_trt_none_PR","ph_wtr_trt_none","Did not treat water before drinking population","Did not treat water before drinking","Chap02_PH","PH_WATER",5400,5478,"set_variable_labels(ph_wtr_trt_none =	""Did not treat water before drinking"")  "
"WASHdata","PRdata","ph_wtr_trt_appr_PR","ph_wtr_trt_appr","Appropriately treated water before drinking population","Appropriately treated water before drinking","Chap02_PH","PH_WATER",5853,5939,"set_variable_labels(ph_wtr_trt_appr = ""Appropriately treated water before drinking"")  "
"WASHdata","PRdata","ph_wtr_time_PR","ph_wtr_time","Round trip time to obtain water population","Round trip time to obtain water","Chap02_PH","PH_WATER",6381,6453,"set_variable_labels(ph_wtr_time = ""Round trip time to obtain water"")    "
"WASHdata","PRdata","interview_season_PR","interview_season","Interview in dry or rainy season population","Interview in dry or rainy season","Chap02_PH","PH_WATER",58970,59045,"set_variable_labels(interview_season = ""Interview in dry or rainy season"") "
"WASHdata","PRdata","ph_wtr_source_PR","ph_wtr_source","Source of drinking water population","Source of drinking water","Chap02_PH","PH_WATER",60618,60684,"set_variable_labels(ph_wtr_source = ""Source of drinking water"") 	 "
"WASHdata","PRdata","ph_wtr_improve_PR","ph_wtr_improve","Improved Water Source population","Improved Water Source","Chap02_PH","PH_WATER",61061,61124,"set_variable_labels(ph_wtr_improve = ""Improved Water Source"")  "
"WASHdata","PRdata","ph_wtr_basic_PR","ph_wtr_basic","Basic or limited water services population","Basic or limited water services","Chap02_PH","PH_WATER",61527,61598,"set_variable_labels(ph_wtr_basic = ""Basic or limited water services"")  "
"WASHdata","PRdata","ph_wtr_avail_PR","ph_wtr_avail","Availability of water among those using piped water or water from tube well or borehole population","Availability of water among those using piped water or water from tube well or borehole","Chap02_PH","PH_WATER",61787,61915,"set_variable_labels(ph_wtr_avail = ""Availability of water among those using piped water or water from tube well or borehole""))  "
"PRdata","PRdata","ph_pop_age","ph_pop_age","De facto population by five-year age groups","De facto population by five-year age groups","Chap02_PH","PH_POP",3069,3150,"set_variable_labels(ph_pop_age = ""De facto population by five-year age groups"")  "
"PRdata","PRdata","ph_pop_depend","ph_pop_depend","De facto population by dependency age groups","De facto population by dependency age groups","Chap02_PH","PH_POP",3500,3585,"set_variable_labels(ph_pop_depend = ""De facto population by dependency age groups"")  "
"PRdata","PRdata","ph_pop_cld_adlt","ph_pop_cld_adlt","De facto population by child and adult populations","De facto population by child and adult populations","Chap02_PH","PH_POP",3912,4005,"set_variable_labels(ph_pop_cld_adlt = ""De facto population by child and adult populations"")  "
"PRdata","PRdata","ph_pop_adols","ph_pop_adols","De facto population that are adolescents","De facto population that are adolescents","Chap02_PH","PH_POP",4293,4373,"set_variable_labels(ph_pop_adols = ""De facto population that are adolescents"")  "
"PRdata","PRdata","ph_birthreg_cert","ph_birthreg_cert","Child under 5 with registered birth and birth certificate","Child under 5 with registered birth and birth certificate","Chap02_PH","PH_POP",4689,4790,"set_variable_labels(ph_birthreg_cert = ""Child under 5 with registered birth and birth certificate"")  "
"PRdata","PRdata","ph_birthreg_nocert","ph_birthreg_nocert","Child under 5 with registered birth and no birth certificate","Child under 5 with registered birth and no birth certificate","Chap02_PH","PH_POP",5081,5187,"set_variable_labels(ph_birthreg_nocert = ""Child under 5 with registered birth and no birth certificate"")  "
